"jurisdiction","age_group","year","population"
"Nebraska","45-64",2016,469337
"Nebraska","45-64",2017,466233
"Nebraska","45-64",2018,461846
"Nebraska","45-64",2019,457327
"Nebraska","45-64",2020,463344
"Nebraska","45-64",2021,458377
"Nebraska","45-64",2022,457090
"Nebraska","45-64",2023,455803
"Nebraska","65-74",2010,123626
"Nebraska","65-74",2011,125531
"Nebraska","65-74",2012,132766
"Nebraska","65-74",2013,138768
"Nebraska","65-74",2014,145529
"Nebraska","65-74",2015,152228
"Nebraska","65-74",2016,159429
"Nebraska","65-74",2017,166298
"Nebraska","65-74",2018,171622
"Nebraska","65-74",2019,178169
"Nebraska","65-74",2020,186492
"Nebraska","65-74",2021,193977
"Nebraska","65-74",2022,200373
"Nebraska","65-74",2023,206768
"Nebraska","75-84",2010,84129
"Nebraska","75-84",2011,83677
"Nebraska","75-84",2012,83809
"Nebraska","75-84",2013,83433
"Nebraska","75-84",2014,83554
"Nebraska","75-84",2015,83603
"Nebraska","75-84",2016,83890
"Nebraska","75-84",2017,84842
"Nebraska","75-84",2018,87472
"Nebraska","75-84",2019,90197
"Nebraska","75-84",2020,88798
"Nebraska","75-84",2021,89882
"Nebraska","75-84",2022,90405
"Nebraska","75-84",2023,90928
"Nebraska","85+",2010,39551
"Nebraska","85+",2011,40123
"Nebraska","85+",2012,40814
"Nebraska","85+",2013,41211
"Nebraska","85+",2014,41777
"Nebraska","85+",2015,42311
"Nebraska","85+",2016,43010
"Nebraska","85+",2017,43015
"Nebraska","85+",2018,42915
"Nebraska","85+",2019,42889
"Nebraska","85+",2020,38737
"Nebraska","85+",2021,38031
"Nebraska","85+",2022,37893
"Nebraska","85+",2023,37755
"Nevada","all",2010,2691508
"Nevada","all",2011,2701281
"Nevada","all",2012,2732801
"Nevada","all",2013,2764962
"Nevada","all",2014,2807020
"Nevada","all",2015,2857463
"Nevada","all",2016,2908269
"Nevada","all",2017,2961121
"Nevada","all",2018,3019897
"Nevada","all",2019,3079943
"Nevada","all",2020,3103607
"Nevada","all",2021,3133386
"Nevada","all",2022,3173557
"Nevada","all",2023,3213727
"Nevada","0-24",2010,908828
"Nevada","0-24",2011,902611
"Nevada","0-24",2012,903448
"Nevada","0-24",2013,904940
"Nevada","0-24",2014,908351
"Nevada","0-24",2015,913046
"Nevada","0-24",2016,919138
"Nevada","0-24",2017,925926
"Nevada","0-24",2018,935003
"Nevada","0-24",2019,943840
"Nevada","0-24",2020,948227
"Nevada","0-24",2021,947544
"Nevada","0-24",2022,951064
"Nevada","0-24",2023,954583
"Nevada","25-44",2010,761852
"Nevada","25-44",2011,757580
"Nevada","25-44",2012,761621
"Nevada","25-44",2013,766373
"Nevada","25-44",2014,775564
"Nevada","25-44",2015,789277
"Nevada","25-44",2016,802735
"Nevada","25-44",2017,819617
"Nevada","25-44",2018,839046
"Nevada","25-44",2019,859950
"Nevada","25-44",2020,866811
"Nevada","25-44",2021,878058
"Nevada","25-44",2022,888622
"Nevada","25-44",2023,899186
"Nevada","45-64",2010,693711
"Nevada","45-64",2011,701629
"Nevada","45-64",2012,706694
"Nevada","45-64",2013,713150
"Nevada","45-64",2014,722913
"Nevada","45-64",2015,735121
"Nevada","45-64",2016,747803
"Nevada","45-64",2017,758513
"Nevada","45-64",2018,769103
"Nevada","45-64",2019,778471
"Nevada","45-64",2020,787104
"Nevada","45-64",2021,789317
"Nevada","45-64",2022,798008
"Nevada","45-64",2023,806700
"Nevada","65-74",2010,199527
"Nevada","65-74",2011,207411
"Nevada","65-74",2012,223849
"Nevada","65-74",2013,237672
"Nevada","65-74",2014,250457
"Nevada","65-74",2015,262999
"Nevada","65-74",2016,274334
"Nevada","65-74",2017,284549
"Nevada","65-74",2018,293277
"Nevada","65-74",2019,303893
"Nevada","65-74",2020,311637
"Nevada","65-74",2021,321908
"Nevada","65-74",2022,333034
"Nevada","65-74",2023,344159
"Nevada","75-84",2010,96972
"Nevada","75-84",2011,99813
"Nevada","75-84",2012,103420
"Nevada","75-84",2013,107653
"Nevada","75-84",2014,112698
"Nevada","75-84",2015,118306
"Nevada","75-84",2016,123885
"Nevada","75-84",2017,130666
"Nevada","75-84",2018,139921
"Nevada","75-84",2019,148730
"Nevada","75-84",2020,148125
"Nevada","75-84",2021,154041
"Nevada","75-84",2022,159229
"Nevada","75-84",2023,164417
"Nevada","85+",2010,30618
"Nevada","85+",2011,32237
"Nevada","85+",2012,33769
"Nevada","85+",2013,35174
"Nevada","85+",2014,37037
"Nevada","85+",2015,38714
"Nevada","85+",2016,40374
"Nevada","85+",2017,41850
"Nevada","85+",2018,43547
"Nevada","85+",2019,45059
"Nevada","85+",2020,41703
"Nevada","85+",2021,42518
"Nevada","85+",2022,43600
"Nevada","85+",2023,44682
"New Hampshire","all",2010,1315158
"New Hampshire","all",2011,1318217
"New Hampshire","all",2012,1323217
"New Hampshire","all",2013,1325773
"New Hampshire","all",2014,1332868
"New Hampshire","all",2015,1335865
"New Hampshire","all",2016,1342248
"New Hampshire","all",2017,1349053
"New Hampshire","all",2018,1353755
"New Hampshire","all",2019,1359475
"New Hampshire","all",2020,1377210
"New Hampshire","all",2021,1388281
"New Hampshire","all",2022,1394929
"New Hampshire","all",2023,1401576
"New Hampshire","0-24",2010,409094
"New Hampshire","0-24",2011,406631
"New Hampshire","0-24",2012,404010
"New Hampshire","0-24",2013,400807
"New Hampshire","0-24",2014,398653
"New Hampshire","0-24",2015,395036
"New Hampshire","0-24",2016,392097
"New Hampshire","0-24",2017,388449
"New Hampshire","0-24",2018,383494
"New Hampshire","0-24",2019,379475
"New Hampshire","0-24",2020,381524
"New Hampshire","0-24",2021,379169
"New Hampshire","0-24",2022,376449
"New Hampshire","0-24",2023,373728
"New Hampshire","25-44",2010,321556
"New Hampshire","25-44",2011,317725
"New Hampshire","25-44",2012,315345
"New Hampshire","25-44",2013,313336
"New Hampshire","25-44",2014,313446
"New Hampshire","25-44",2015,312934
"New Hampshire","25-44",2016,314472
"New Hampshire","25-44",2017,318629
"New Hampshire","25-44",2018,323362
"New Hampshire","25-44",2019,328915
"New Hampshire","25-44",2020,336618
"New Hampshire","25-44",2021,345840
"New Hampshire","25-44",2022,348048
"New Hampshire","25-44",2023,350255
"New Hampshire","45-64",2010,405113
"New Hampshire","45-64",2011,409489
"New Hampshire","45-64",2012,409282
"New Hampshire","45-64",2013,408089
"New Hampshire","45-64",2014,408385
"New Hampshire","45-64",2015,408499
"New Hampshire","45-64",2016,408382
"New Hampshire","45-64",2017,406197
"New Hampshire","45-64",2018,402479
"New Hampshire","45-64",2019,397571
"New Hampshire","45-64",2020,400404
"New Hampshire","45-64",2021,395751
"New Hampshire","45-64",2022,394900
"New Hampshire","45-64",2023,394049
"New Hampshire","65-74",2010,97547
"New Hampshire","65-74",2011,101152
"New Hampshire","65-74",2012,109863
"New Hampshire","65-74",2013,117421
"New Hampshire","65-74",2014,124376
"New Hampshire","65-74",2015,130143
"New Hampshire","65-74",2016,136009
"New Hampshire","65-74",2017,141789
"New Hampshire","65-74",2018,146600
"New Hampshire","65-74",2019,152413
"New Hampshire","65-74",2020,159821
"New Hampshire","65-74",2021,166691
"New Hampshire","65-74",2022,172977
"New Hampshire","65-74",2023,179263
"New Hampshire","75-84",2010,56842
"New Hampshire","75-84",2011,57270
"New Hampshire","75-84",2012,57768
"New Hampshire","75-84",2013,58384
"New Hampshire","75-84",2014,59421
"New Hampshire","75-84",2015,60292
"New Hampshire","75-84",2016,61686
"New Hampshire","75-84",2017,64093
"New Hampshire","75-84",2018,67579
"New Hampshire","75-84",2019,70793
"New Hampshire","75-84",2020,71131
"New Hampshire","75-84",2021,73406
"New Hampshire","75-84",2022,74912
"New Hampshire","75-84",2023,76418
"New Hampshire","85+",2010,25006
"New Hampshire","85+",2011,25950
"New Hampshire","85+",2012,26949
"New Hampshire","85+",2013,27736
"New Hampshire","85+",2014,28587
"New Hampshire","85+",2015,28961
"New Hampshire","85+",2016,29602
"New Hampshire","85+",2017,29896
"New Hampshire","85+",2018,30241
"New Hampshire","85+",2019,30308
"New Hampshire","85+",2020,27712
"New Hampshire","85+",2021,27424
"New Hampshire","85+",2022,27644
"New Hampshire","85+",2023,27864
"New Jersey","all",2010,8790533
"New Jersey","all",2011,8819204
"New Jersey","all",2012,8836122
"New Jersey","all",2013,8848385
"New Jersey","all",2014,8857422
"New Jersey","all",2015,8861254
"New Jersey","all",2016,8864392
"New Jersey","all",2017,8878726
"New Jersey","all",2018,8882406
"New Jersey","all",2019,8881934
"New Jersey","all",2020,9272414
"New Jersey","all",2021,9259615
"New Jersey","all",2022,9302259
"New Jersey","all",2023,9344903
"New Jersey","0-24",2010,2828955
"New Jersey","0-24",2011,2823086
"New Jersey","0-24",2012,2810714
"New Jersey","0-24",2013,2799366
"New Jersey","0-24",2014,2786588
"New Jersey","0-24",2015,2767581
"New Jersey","0-24",2016,2748064
"New Jersey","0-24",2017,2733549
"New Jersey","0-24",2018,2714134
"New Jersey","0-24",2019,2695678
"New Jersey","0-24",2020,2819363
"New Jersey","0-24",2021,2794119
"New Jersey","0-24",2022,2790952
"New Jersey","0-24",2023,2787785
"New Jersey","25-44",2010,2338392
"New Jersey","25-44",2011,2323106
"New Jersey","25-44",2012,2307198
"New Jersey","25-44",2013,2293006
"New Jersey","25-44",2014,2279050
"New Jersey","25-44",2015,2266528
"New Jersey","25-44",2016,2259211
"New Jersey","25-44",2017,2267373
"New Jersey","25-44",2018,2277179
"New Jersey","25-44",2019,2286044
"New Jersey","25-44",2020,2390533
"New Jersey","25-44",2021,2400213
"New Jersey","25-44",2022,2405833
"New Jersey","25-44",2023,2411453
"New Jersey","45-64",2010,2432666
"New Jersey","45-64",2011,2462829
"New Jersey","45-64",2012,2464009
"New Jersey","45-64",2013,2469517
"New Jersey","45-64",2014,2474287
"New Jersey","45-64",2015,2479696
"New Jersey","45-64",2016,2478001
"New Jersey","45-64",2017,2468622
"New Jersey","45-64",2018,2448912
"New Jersey","45-64",2019,2424029
"New Jersey","45-64",2020,2530730
"New Jersey","45-64",2021,2499366
"New Jersey","45-64",2022,2505430
"New Jersey","45-64",2023,2511493
"New Jersey","65-74",2010,615243
"New Jersey","65-74",2011,632408
"New Jersey","65-74",2012,672331
"New Jersey","65-74",2013,701461
"New Jersey","65-74",2014,727525
"New Jersey","65-74",2015,752587
"New Jersey","65-74",2016,776985
"New Jersey","65-74",2017,796614
"New Jersey","65-74",2018,811839
"New Jersey","65-74",2019,834649
"New Jersey","65-74",2020,893695
"New Jersey","65-74",2021,920871
"New Jersey","65-74",2022,948655
"New Jersey","65-74",2023,976440
"New Jersey","75-84",2010,394260
"New Jersey","75-84",2011,392470
"New Jersey","75-84",2012,391516
"New Jersey","75-84",2013,391777
"New Jersey","75-84",2014,393580
"New Jersey","75-84",2015,395545
"New Jersey","75-84",2016,400095
"New Jersey","75-84",2017,409959
"New Jersey","75-84",2018,427486
"New Jersey","75-84",2019,439345
"New Jersey","75-84",2020,449076
"New Jersey","75-84",2021,458662
"New Jersey","75-84",2022,464517
"New Jersey","75-84",2023,470371
"New Jersey","85+",2010,181017
"New Jersey","85+",2011,185305
"New Jersey","85+",2012,190354
"New Jersey","85+",2013,193258
"New Jersey","85+",2014,196392
"New Jersey","85+",2015,199317
"New Jersey","85+",2016,202036
"New Jersey","85+",2017,202609
"New Jersey","85+",2018,202856
"New Jersey","85+",2019,202189
"New Jersey","85+",2020,189017
"New Jersey","85+",2021,186384
"New Jersey","85+",2022,186872
"New Jersey","85+",2023,187360
"New Mexico","all",2010,2053177
"New Mexico","all",2011,2067879
"New Mexico","all",2012,2074553
"New Mexico","all",2013,2079709
"New Mexico","all",2014,2077530
"New Mexico","all",2015,2078592
"New Mexico","all",2016,2080763
"New Mexico","all",2017,2081183
"New Mexico","all",2018,2082103
"New Mexico","all",2019,2087979
"New Mexico","all",2020,2105399
"New Mexico","all",2021,2103722
"New Mexico","all",2022,2108317
"New Mexico","all",2023,2112912
"New Mexico","0-24",2010,719540
"New Mexico","0-24",2011,721376
"New Mexico","0-24",2012,720042
"New Mexico","0-24",2013,717037
"New Mexico","0-24",2014,709749
"New Mexico","0-24",2015,701991
"New Mexico","0-24",2016,693972
"New Mexico","0-24",2017,684762
"New Mexico","0-24",2018,675943
"New Mexico","0-24",2019,670029
"New Mexico","0-24",2020,674306
"New Mexico","0-24",2021,665993
"New Mexico","0-24",2022,661125
"New Mexico","0-24",2023,656257
"New Mexico","25-44",2010,510208
"New Mexico","25-44",2011,513329
"New Mexico","25-44",2012,514754
"New Mexico","25-44",2013,516934
"New Mexico","25-44",2014,516546
"New Mexico","25-44",2015,518175
"New Mexico","25-44",2016,520633
"New Mexico","25-44",2017,523741
"New Mexico","25-44",2018,527211
"New Mexico","25-44",2019,532588
"New Mexico","25-44",2020,539180
"New Mexico","25-44",2021,541628
"New Mexico","25-44",2022,544484
"New Mexico","25-44",2023,547341
"New Mexico","45-64",2010,549332
"New Mexico","45-64",2011,551496
"New Mexico","45-64",2012,545319
"New Mexico","45-64",2013,539809
"New Mexico","45-64",2014,533972
"New Mexico","45-64",2015,529597
"New Mexico","45-64",2016,525806
"New Mexico","45-64",2017,520018
"New Mexico","45-64",2018,513723
"New Mexico","45-64",2019,507571
"New Mexico","45-64",2020,510569
"New Mexico","45-64",2021,504155
"New Mexico","45-64",2022,500048
"New Mexico","45-64",2023,495941
"New Mexico","65-74",2010,154922
"New Mexico","65-74",2011,159876
"New Mexico","65-74",2012,169961
"New Mexico","65-74",2013,178427
"New Mexico","65-74",2014,186389
"New Mexico","65-74",2015,194758
"New Mexico","65-74",2016,202659
"New Mexico","65-74",2017,210611
"New Mexico","65-74",2018,217234
"New Mexico","65-74",2019,224638
"New Mexico","65-74",2020,231681
"New Mexico","65-74",2021,238520
"New Mexico","65-74",2022,246120
"New Mexico","65-74",2023,253720
"New Mexico","75-84",2010,86863
"New Mexico","75-84",2011,88489
"New Mexico","75-84",2012,90150
"New Mexico","75-84",2013,92146
"New Mexico","75-84",2014,94409
"New Mexico","75-84",2015,96319
"New Mexico","75-84",2016,98930
"New Mexico","75-84",2017,102200
"New Mexico","75-84",2018,107236
"New Mexico","75-84",2019,111761
"New Mexico","75-84",2020,111446
"New Mexico","75-84",2021,114957
"New Mexico","75-84",2022,117511
"New Mexico","75-84",2023,120065
"New Mexico","85+",2010,32312
"New Mexico","85+",2011,33313
"New Mexico","85+",2012,34327
"New Mexico","85+",2013,35356
"New Mexico","85+",2014,36465
"New Mexico","85+",2015,37752
"New Mexico","85+",2016,38763
"New Mexico","85+",2017,39851
"New Mexico","85+",2018,40756
"New Mexico","85+",2019,41392
"New Mexico","85+",2020,38217
"New Mexico","85+",2021,38469
"New Mexico","85+",2022,39029
"New Mexico","85+",2023,39588
"New York","all",2010,19374717
"New York","all",2011,19476121
"New York","all",2012,19543673
"New York","all",2013,19601804
"New York","all",2014,19627285
"New York","all",2015,19631847
"New York","all",2016,19611457
"New York","all",2017,19567889
"New York","all",2018,19519158
"New York","all",2019,19438191
"New York","all",2020,20134837
"New York","all",2021,19815036
"New York","all",2022,19855065
"New York","all",2023,19895094
"New York","0-24",2010,6295429
"New York","0-24",2011,6280331
"New York","0-24",2012,6245367
"New York","0-24",2013,6205110
"New York","0-24",2014,6148719
"New York","0-24",2015,6078269
"New York","0-24",2016,6005032
"New York","0-24",2017,5931368
"New York","0-24",2018,5860406
"New York","0-24",2019,5781521
"New York","0-24",2020,5991596
"New York","0-24",2021,5847681
"New York","0-24",2022,5806977
"New York","0-24",2023,5766272
"New York","25-44",2010,5253956
"New York","25-44",2011,5265996
"New York","25-44",2012,5276308
"New York","25-44",2013,5293208
"New York","25-44",2014,5296496
"New York","25-44",2015,5294626
"New York","25-44",2016,5289759
"New York","25-44",2017,5285598
"New York","25-44",2018,5290529
"New York","25-44",2019,5286606
"New York","25-44",2020,5472664
"New York","25-44",2021,5341978
"New York","25-44",2022,5349980
"New York","25-44",2023,5357982
"New York","45-64",2010,5196484
"New York","45-64",2011,5257910
"New York","45-64",2012,5254423
"New York","45-64",2013,5258626
"New York","45-64",2014,5258476
"New York","45-64",2015,5260780
"New York","45-64",2016,5243664
"New York","45-64",2017,5202742
"New York","45-64",2018,5143496
"New York","45-64",2019,5068949
"New York","45-64",2020,5258191
"New York","45-64",2021,5147656
"New York","45-64",2022,5143217
"New York","45-64",2023,5138778
"New York","65-74",2010,1368345
"New York","65-74",2011,1401935
"New York","65-74",2012,1484970
"New York","65-74",2013,1549688
"New York","65-74",2014,1612434
"New York","65-74",2015,1671582
"New York","65-74",2016,1727232
"New York","65-74",2017,1775617
"New York","65-74",2018,1814397
"New York","65-74",2019,1863650
"New York","65-74",2020,1986192
"New York","65-74",2021,2037717
"New York","65-74",2022,2098569
"New York","65-74",2023,2159421
"New York","75-84",2010,866042
"New York","75-84",2011,865288
"New York","75-84",2012,866277
"New York","75-84",2013,870466
"New York","75-84",2014,877234
"New York","75-84",2015,884197
"New York","75-84",2016,895814
"New York","75-84",2017,917578
"New York","75-84",2018,951955
"New York","75-84",2019,977139
"New York","75-84",2020,993873
"New York","75-84",2021,1011298
"New York","75-84",2022,1024503
"New York","75-84",2023,1037708
"New York","85+",2010,394461
"New York","85+",2011,404661
"New York","85+",2012,416328
"New York","85+",2013,424706
"New York","85+",2014,433926
"New York","85+",2015,442393
"New York","85+",2016,449956
"New York","85+",2017,454986
"New York","85+",2018,458375
"New York","85+",2019,460326
"New York","85+",2020,432321
"New York","85+",2021,428706
"New York","85+",2022,431819
"New York","85+",2023,434932
"North Carolina","all",2010,9466751
"North Carolina","all",2011,9560122
"North Carolina","all",2012,9647441
"North Carolina","all",2013,9739555
"North Carolina","all",2014,9830983
"North Carolina","all",2015,9933372
"North Carolina","all",2016,10053691
"North Carolina","all",2017,10175777
"North Carolina","all",2018,10293881
"North Carolina","all",2019,10403901
"North Carolina","all",2020,10352366
"North Carolina","all",2021,10446195
"North Carolina","all",2022,10535235
"North Carolina","all",2023,10624276
"North Carolina","0-24",2010,3184521
"North Carolina","0-24",2011,3199615
"North Carolina","0-24",2012,3209529
"North Carolina","0-24",2013,3216630
"North Carolina","0-24",2014,3217108
"North Carolina","0-24",2015,3219533
"North Carolina","0-24",2016,3229145
"North Carolina","0-24",2017,3236347
"North Carolina","0-24",2018,3247823
"North Carolina","0-24",2019,3254358
"North Carolina","0-24",2020,3234888
"North Carolina","0-24",2021,3241994
"North Carolina","0-24",2022,3247219
"North Carolina","0-24",2023,3252444
"North Carolina","25-44",2010,2523148
"North Carolina","25-44",2011,2524456
"North Carolina","25-44",2012,2523957
"North Carolina","25-44",2013,2532847
"North Carolina","25-44",2014,2544168
"North Carolina","25-44",2015,2557072
"North Carolina","25-44",2016,2576269
"North Carolina","25-44",2017,2609379
"North Carolina","25-44",2018,2640029
"North Carolina","25-44",2019,2674533
"North Carolina","25-44",2020,2658059
"North Carolina","25-44",2021,2691862
"North Carolina","25-44",2022,2707200
"North Carolina","25-44",2023,2722537
"North Carolina","45-64",2010,2515861
"North Carolina","45-64",2011,2557602
"North Carolina","45-64",2012,2568682
"North Carolina","45-64",2013,2587335
"North Carolina","45-64",2014,2610413
"North Carolina","45-64",2015,2643518
"North Carolina","45-64",2016,2678466
"North Carolina","45-64",2017,2701788
"North Carolina","45-64",2018,2716539
"North Carolina","45-64",2019,2722746
"North Carolina","45-64",2020,2718305
"North Carolina","45-64",2021,2719025
"North Carolina","45-64",2022,2737494
"North Carolina","45-64",2023,2755964
"North Carolina","65-74",2010,703133
"North Carolina","65-74",2011,726238
"North Carolina","65-74",2012,780277
"North Carolina","65-74",2013,824431
"North Carolina","65-74",2014,865877
"North Carolina","65-74",2015,904770
"North Carolina","65-74",2016,943402
"North Carolina","65-74",2017,980000
"North Carolina","65-74",2018,1010836
"North Carolina","65-74",2019,1046968
"North Carolina","65-74",2020,1064502
"North Carolina","65-74",2021,1101147
"North Carolina","65-74",2022,1137330
"North Carolina","65-74",2023,1173513
"North Carolina","75-84",2010,391000
"North Carolina","75-84",2011,398211
"North Carolina","75-84",2012,405019
"North Carolina","75-84",2013,413602
"North Carolina","75-84",2014,423775
"North Carolina","75-84",2015,434486
"North Carolina","75-84",2016,448779
"North Carolina","75-84",2017,466501
"North Carolina","75-84",2018,492734
"North Carolina","75-84",2019,515722
"North Carolina","75-84",2020,504973
"North Carolina","75-84",2021,520528
"North Carolina","75-84",2022,532303
"North Carolina","75-84",2023,544079
"North Carolina","85+",2010,149088
"North Carolina","85+",2011,154000
"North Carolina","85+",2012,159977
"North Carolina","85+",2013,164710
"North Carolina","85+",2014,169642
"North Carolina","85+",2015,173993
"North Carolina","85+",2016,177630
"North Carolina","85+",2017,181762
"North Carolina","85+",2018,185920
"North Carolina","85+",2019,189574
"North Carolina","85+",2020,171639
"North Carolina","85+",2021,171639
"North Carolina","85+",2022,173689
"North Carolina","85+",2023,175739
"North Dakota","all",2010,667294
"North Dakota","all",2011,678499
"North Dakota","all",2012,694563
"North Dakota","all",2013,715429
"North Dakota","all",2014,731687
"North Dakota","all",2015,748273
"North Dakota","all",2016,748870
"North Dakota","all",2017,749544
"North Dakota","all",2018,752889
"North Dakota","all",2019,756551
"North Dakota","all",2020,771919
"North Dakota","all",2021,767907
"North Dakota","all",2022,777054
"North Dakota","all",2023,786200
"North Dakota","0-24",2010,228646
"North Dakota","0-24",2011,233594
"North Dakota","0-24",2012,241404
"North Dakota","0-24",2013,250857
"North Dakota","0-24",2014,257679
"North Dakota","0-24",2015,263415
"North Dakota","0-24",2016,261816
"North Dakota","0-24",2017,260399
"North Dakota","0-24",2018,260855
"North Dakota","0-24",2019,261352
"North Dakota","0-24",2020,268443
"North Dakota","0-24",2021,266087
"North Dakota","0-24",2022,269491
"North Dakota","0-24",2023,272894
"North Dakota","25-44",2010,162528
"North Dakota","25-44",2011,166421
"North Dakota","25-44",2012,172098
"North Dakota","25-44",2013,180429
"North Dakota","25-44",2014,187347
"North Dakota","25-44",2015,195378
"North Dakota","25-44",2016,197105
"North Dakota","25-44",2017,198971
"North Dakota","25-44",2018,201090
"North Dakota","25-44",2019,203464
"North Dakota","25-44",2020,207756
"North Dakota","25-44",2021,206628
"North Dakota","25-44",2022,210637
"North Dakota","25-44",2023,214646
"North Dakota","45-64",2010,178474
"North Dakota","45-64",2011,180011
"North Dakota","45-64",2012,180279
"North Dakota","45-64",2013,181529
"North Dakota","45-64",2014,181980
"North Dakota","45-64",2015,182413
"North Dakota","45-64",2016,180158
"North Dakota","45-64",2017,176940
"North Dakota","45-64",2018,174303
"North Dakota","45-64",2019,171707
"North Dakota","45-64",2020,174083
"North Dakota","45-64",2021,170551
"North Dakota","45-64",2022,169831
"North Dakota","45-64",2023,169110
"North Dakota","65-74",2010,47025
"North Dakota","65-74",2011,47758
"North Dakota","65-74",2012,50006
"North Dakota","65-74",2013,51956
"North Dakota","65-74",2014,54009
"North Dakota","65-74",2015,56372
"North Dakota","65-74",2016,58854
"North Dakota","65-74",2017,61663
"North Dakota","65-74",2018,64228
"North Dakota","65-74",2019,66831
"North Dakota","65-74",2020,70682
"North Dakota","65-74",2021,73642
"North Dakota","65-74",2022,76062
"North Dakota","65-74",2023,78481
"North Dakota","75-84",2010,33827
"North Dakota","75-84",2011,33546
"North Dakota","75-84",2012,33225
"North Dakota","75-84",2013,32845
"North Dakota","75-84",2014,32612
"North Dakota","75-84",2015,32375
"North Dakota","75-84",2016,32343
"North Dakota","75-84",2017,32723
"North Dakota","75-84",2018,33438
"North Dakota","75-84",2019,34288
"North Dakota","75-84",2020,33909
"North Dakota","75-84",2021,34310
"North Dakota","75-84",2022,34354
"North Dakota","75-84",2023,34398
"North Dakota","85+",2010,16794
"North Dakota","85+",2011,17169
"North Dakota","85+",2012,17551
"North Dakota","85+",2013,17813
"North Dakota","85+",2014,18060
"North Dakota","85+",2015,18320
"North Dakota","85+",2016,18594
"North Dakota","85+",2017,18848
"North Dakota","85+",2018,18975
"North Dakota","85+",2019,18909
"North Dakota","85+",2020,17046
"North Dakota","85+",2021,16689
"North Dakota","85+",2022,16679
"North Dakota","85+",2023,16670
"Ohio","all",2010,11528455
"Ohio","all",2011,11535359
"Ohio","all",2012,11539299
"Ohio","all",2013,11569129
"Ohio","all",2014,11596748
"Ohio","all",2015,11613385
"Ohio","all",2016,11631041
"Ohio","all",2017,11656071
"Ohio","all",2018,11672132
"Ohio","all",2019,11687747
"Ohio","all",2020,11783644
"Ohio","all",2021,11773112
"Ohio","all",2022,11795354
"Ohio","all",2023,11817595
"Ohio","0-24",2010,3823925
"Ohio","0-24",2011,3803763
"Ohio","0-24",2012,3783955
"Ohio","0-24",2013,3773279
"Ohio","0-24",2014,3753897
"Ohio","0-24",2015,3728512
"Ohio","0-24",2016,3702207
"Ohio","0-24",2017,3682070
"Ohio","0-24",2018,3660095
"Ohio","0-24",2019,3640911
"Ohio","0-24",2020,3676396
"Ohio","0-24",2021,3655913
"Ohio","0-24",2022,3640639
"Ohio","0-24",2023,3625365
"Ohio","25-44",2010,2877931
"Ohio","25-44",2011,2863357
"Ohio","25-44",2012,2851042
"Ohio","25-44",2013,2859062
"Ohio","25-44",2014,2869195
"Ohio","25-44",2015,2876217
"Ohio","25-44",2016,2883608
"Ohio","25-44",2017,2903206
"Ohio","25-44",2018,2927278
"Ohio","25-44",2019,2950889
"Ohio","25-44",2020,2987633
"Ohio","25-44",2021,3004888
"Ohio","25-44",2022,3016430
"Ohio","25-44",2023,3027971
"Ohio","45-64",2010,3200641
"Ohio","45-64",2011,3223652
"Ohio","45-64",2012,3200391
"Ohio","45-64",2013,3185262
"Ohio","45-64",2014,3173372
"Ohio","45-64",2015,3165157
"Ohio","45-64",2016,3153920
"Ohio","45-64",2017,3130440
"Ohio","45-64",2018,3095293
"Ohio","45-64",2019,3051945
"Ohio","45-64",2020,3063819
"Ohio","45-64",2021,3013312
"Ohio","45-64",2022,2996282
"Ohio","45-64",2023,2979252
"Ohio","65-74",2010,853036
"Ohio","65-74",2011,868257
"Ohio","65-74",2012,923470
"Ohio","65-74",2013,965524
"Ohio","65-74",2014,1006339
"Ohio","65-74",2015,1044884
"Ohio","65-74",2016,1083314
"Ohio","65-74",2017,1119178
"Ohio","65-74",2018,1148520
"Ohio","65-74",2019,1189066
"Ohio","65-74",2020,1237808
"Ohio","65-74",2021,1278292
"Ohio","65-74",2022,1316952
"Ohio","65-74",2023,1355611
"Ohio","75-84",2010,540613
"Ohio","75-84",2011,538742
"Ohio","75-84",2012,537061
"Ohio","75-84",2013,538755
"Ohio","75-84",2014,542738
"Ohio","75-84",2015,544970
"Ohio","75-84",2016,552114
"Ohio","75-84",2017,564933
"Ohio","75-84",2018,585867
"Ohio","75-84",2019,600175
"Ohio","75-84",2020,587002
"Ohio","75-84",2021,593832
"Ohio","75-84",2022,598670
"Ohio","75-84",2023,603508
"Ohio","85+",2010,232309
"Ohio","85+",2011,237588
"Ohio","85+",2012,243380
"Ohio","85+",2013,247247
"Ohio","85+",2014,251207
"Ohio","85+",2015,253645
"Ohio","85+",2016,255878
"Ohio","85+",2017,256244
"Ohio","85+",2018,255079
"Ohio","85+",2019,254761
"Ohio","85+",2020,230986
"Ohio","85+",2021,226875
"Ohio","85+",2022,226381
"Ohio","85+",2023,225887
"Oklahoma","all",2010,3735350
"Oklahoma","all",2011,3764539
"Oklahoma","all",2012,3797313
"Oklahoma","all",2013,3832645
"Oklahoma","all",2014,3859343
"Oklahoma","all",2015,3891727
"Oklahoma","all",2016,3910015
"Oklahoma","all",2017,3914788
"Oklahoma","all",2018,3923744
"Oklahoma","all",2019,3940933
"Oklahoma","all",2020,3943407
"Oklahoma","all",2021,3967743
"Oklahoma","all",2022,3988870
"Oklahoma","all",2023,4009996
